md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,tone_group,image_path,embedding_idx
244d9705f1c143e72f5d27a66c9301b0,1,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/airborne_contact_dermatitis/airborne_contact_dermatitis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicaairbornecontactdermatitisairbornecontactdermatitis8jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/244d9705f1c143e72f5d27a66c9301b0.jpg,22
6709cd3c55805a8dfff6405de0bbc62b,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis95.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis95jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/6709cd3c55805a8dfff6405de0bbc62b.jpg,23
098a86697dc14ab4bf5d1719487704c7,1,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis17.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis17jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/098a86697dc14ab4bf5d1719487704c7.jpg,24
a8b7be3b711719bec26682494219f350,1,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/shoe-contact-dermatitis/shoe-contact-dermatitis4.jpg,httpwwwdermaamincomsiteimagesclinicalpicsshoecontactdermatitisshoecontactdermatitis4jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/a8b7be3b711719bec26682494219f350.jpg,25
ec0042c1c56201b1d46b82be8f104d2d,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/airborne_contact_dermatitis/airborne_contact_dermatitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicaairbornecontactdermatitisairbornecontactdermatitis1jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/ec0042c1c56201b1d46b82be8f104d2d.jpg,26
03fc44abec9fb04191acbf243a683ee2,3,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis26.jpg,httpwwwdermaamincomsiteimagesclinicalpicccontactdermatitiscontactdermatitis26jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/03fc44abec9fb04191acbf243a683ee2.jpg,27
9dc873ec01d4125b5c56bb0e5db6e7af,3,3,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis30.jpg,httpwwwdermaamincomsiteimagesclinicalpicccontactdermatitiscontactdermatitis30jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/9dc873ec01d4125b5c56bb0e5db6e7af.jpg,28
a23c4876083a311cafb596d844aef04a,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis57.jpg,httpwwwdermaamincomsiteimagesclinicalpicccontactdermatitiscontactdermatitis57jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/a23c4876083a311cafb596d844aef04a.jpg,29
f9a2e657b64a851eea26cbf4a3bf950e,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis31.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis31jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/f9a2e657b64a851eea26cbf4a3bf950e.jpg,30
b59297ecacbef29e522509058543cfd5,1,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis10.jpg,httpwwwdermaamincomsiteimagesclinicalpicggroversdiseasetransientacantholyticdermatosisgroversdiseasetransientacantholyticdermatosis10jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/b59297ecacbef29e522509058543cfd5.jpg,31
6419eb12a9d678e1aeb1bf43a54745aa,3,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis72.jpg,httpwwwdermaamincomsiteimagesclinicalpicccontactdermatitiscontactdermatitis72jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/6419eb12a9d678e1aeb1bf43a54745aa.jpg,32
bcdef1e13d9241519c8fa8752d6392cf,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis15.jpg,httpwwwdermaamincomsiteimagesclinicalpicggroversdiseasetransientacantholyticdermatosisgroversdiseasetransientacantholyticdermatosis15jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/bcdef1e13d9241519c8fa8752d6392cf.jpg,33
f7f29dbaf096f427b1f8b9b54e63d944,2,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis6jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/f7f29dbaf096f427b1f8b9b54e63d944.jpg,34
9e81532a9bfeb2c65467992d3fc11236,1,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis87.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis87jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/9e81532a9bfeb2c65467992d3fc11236.jpg,35
7ab27dd82e5e58090d3243f1f8b4bc20,1,1,allergic contact dermatitis,inflammatory,non-neoplastic,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicggroversdiseasetransientacantholyticdermatosisgroversdiseasetransientacantholyticdermatosis6jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/7ab27dd82e5e58090d3243f1f8b4bc20.jpg,36
61f9b1dddd5979a6ed5459a329aca0a3,3,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis6jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/61f9b1dddd5979a6ed5459a329aca0a3.jpg,37
0f5dc1d7b8e73e0b2df7bd1da6039dd0,2,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease41.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease41jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/0f5dc1d7b8e73e0b2df7bd1da6039dd0.jpg,38
eb6bff13a9119265b3a3bcc4474bec96,3,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma72.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma72jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/eb6bff13a9119265b3a3bcc4474bec96.jpg,39
5741346ea1f285de99f7a0fafaf84005,3,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma88.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma88jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/5741346ea1f285de99f7a0fafaf84005.jpg,40
75f3059a6ad92bc7ef724a4ac79dc492,2,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma34.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma34jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/75f3059a6ad92bc7ef724a4ac79dc492.jpg,41
f9097e0c41e7649d149bb79b5a15a852,-1,3,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma64.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma64jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/f9097e0c41e7649d149bb79b5a15a852.jpg,42
77c4fb940bcfe85ddb8e2a65d13ee847,3,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma54.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma54jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/77c4fb940bcfe85ddb8e2a65d13ee847.jpg,43
ff90a72933d50ce7dfe1788e4804d203,1,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/v/verrucous-carcinoma/verrucous-carcinoma8.jpg,httpwwwdermaamincomsiteimagesclinicalpicvverrucouscarcinomaverrucouscarcinoma8jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/ff90a72933d50ce7dfe1788e4804d203.jpg,44
d2561eaa981d137b29e3a058246645f4,3,3,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_xanthoma/eruptive_xanthoma5.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivexanthomaeruptivexanthoma5jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/d2561eaa981d137b29e3a058246645f4.jpg,45
c0d87b8dc5b8419b85c8fa07517007fd,1,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma52.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma52jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/c0d87b8dc5b8419b85c8fa07517007fd.jpg,46
fd356daecf2740e664f15b74711d0c4c,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat13.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythroplasiaofqueyraterythroplasiaofqueyrat13jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/fd356daecf2740e664f15b74711d0c4c.jpg,47
abd3e1393bf969a1329b12ff83e5f85d,3,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma38.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma38jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/abd3e1393bf969a1329b12ff83e5f85d.jpg,48
ef8764929195f82e746759b520fdedb7,2,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire18.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomespinocellulairecarcinomespinocellulaire18jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/ef8764929195f82e746759b520fdedb7.jpg,49
118004ae04d7c04a7abb96c38483b6b0,1,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma40.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma40jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/118004ae04d7c04a7abb96c38483b6b0.jpg,50
8c2012b040cd3002296fb71f345262cb,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_xanthoma/eruptive_xanthoma21.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivexanthomaeruptivexanthoma21jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/8c2012b040cd3002296fb71f345262cb.jpg,51
8fd4531b693efc3f1dbfc1a050f2235d,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma87.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma87jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/8fd4531b693efc3f1dbfc1a050f2235d.jpg,52
0b84756b323831c1621465f6be8ee37f,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease19.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease19jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/0b84756b323831c1621465f6be8ee37f.jpg,53
bf77bafaa320f244f2331ca466b96f50,2,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat26.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythroplasiaofqueyraterythroplasiaofqueyrat26jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/bf77bafaa320f244f2331ca466b96f50.jpg,54
a7d47cb7feead82596e930e692c998fa,1,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma68.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma68jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/a7d47cb7feead82596e930e692c998fa.jpg,55
2b1d6c4f83524d2e9a0047053986b6a3,2,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basosquamous_carcinoma/basosquamous_carcinoma1.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasosquamouscarcinomabasosquamouscarcinoma1jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/2b1d6c4f83524d2e9a0047053986b6a3.jpg,56
821787908e9c5f2f757fa7c3351a6785,2,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris136.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris136jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/821787908e9c5f2f757fa7c3351a6785.jpg,57
60f80cdf721287c40568fee2751bfc3e,1,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris175.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris175jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/60f80cdf721287c40568fee2751bfc3e.jpg,58
11c8d1839a362fdb5e02150d0421c1a4,2,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris295.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris295jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/11c8d1839a362fdb5e02150d0421c1a4.jpg,59
f088705e0738b8da9520927429d52325,2,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris277.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris277jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/f088705e0738b8da9520927429d52325.jpg,60
6f544de0bf48df18bb9965cb1db3ee64,2,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris17.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris17jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/6f544de0bf48df18bb9965cb1db3ee64.jpg,61
69b01fc8a537bc8c99ea976cc32bdc69,2,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris145.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris145jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/69b01fc8a537bc8c99ea976cc32bdc69.jpg,62
22d5b9ebf533411edc7d868d5559d0c1,2,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris330.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris330jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/22d5b9ebf533411edc7d868d5559d0c1.jpg,63
75902a6dca722dec2c3d9022db3bd244,3,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris100.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris100jpg.jpg,Light (I-III),/content/drive/MyDrive/271 Final Project/images/75902a6dca722dec2c3d9022db3bd244.jpg,64
